cement,sand,gravel,water,plasticizer_kg,fly_ash,microsilica_kg,strength_1,strength_3,strength_7,strength_28,source,imputed_early
277.0,856.0,968.0,191.0,0.0,0.0,0.0,8.213157275405782,11.36,17.371131426532678,25.97,normal_concrete,1
277.0,869.0,1107.0,164.0,2.6,0.0,0.0,12.36,20.085,25.337999999999997,30.9,normal_concrete,1
277.0,881.0,993.0,180.0,5.19,69.0,0.0,13.86,22.5225,28.412999999999997,34.65,normal_concrete,1
277.0,883.0,1080.0,180.0,2.77,0.0,0.0,10.580000000000002,17.192500000000003,21.689,26.450000000000003,normal_concrete,1
277.1,875.6,973.9,160.6,11.8,97.4,0.0,15.193539358638208,23.14,33.043691762944135,48.28,normal_concrete,1
277.2,782.5,1061.7,160.7,11.2,122.3,0.0,19.59595358641098,30.45,41.544551555904334,63.14,normal_concrete,1
278.0,799.0,875.0,205.0,9.0,117.0,0.0,13.084000000000001,21.2615,26.8222,32.71,normal_concrete,1
278.0,837.0,1110.0,175.0,3.61,0.0,0.0,10.240000000000002,16.64,20.992,25.6,normal_concrete,1
278.0,843.0,1118.0,161.0,3.34,0.0,0.0,11.26,18.2975,23.083,28.15,normal_concrete,1
278.0,857.0,1090.0,175.0,3.34,0.0,0.0,12.600000000000001,20.475,25.83,31.5,normal_concrete,1
279.5,1135.0,630.0,200.0,2.1,0.0,0.0,17.7376,28.823600000000003,36.36208,44.344,normal_concrete,1
279.8,804.9,825.1,172.4,9.5,229.3,0.0,21.132,34.3395,43.3206,52.83,normal_concrete,1
280.0,679.0,883.0,207.0,9.0,210.0,0.0,14.956000000000001,24.3035,30.659799999999997,37.39,normal_concrete,1
280.0,805.0,825.0,172.0,9.0,229.0,0.0,21.128,34.333,43.3124,52.82,normal_concrete,1
280.0,838.0,1067.0,165.0,3.96,50.0,0.0,16.180000000000003,26.292500000000004,33.169,40.45,normal_concrete,1
280.0,864.0,1100.0,156.0,2.5,0.0,0.0,9.740000000000002,15.827500000000002,19.967,24.35,normal_concrete,1
280.0,876.0,1070.0,174.0,3.36,0.0,0.0,12.940000000000001,21.027500000000003,26.527,32.35,normal_concrete,1
280.0,880.0,1120.0,150.0,3.64,0.0,0.0,16.040000000000003,26.065,32.882,40.1,normal_concrete,1
280.0,888.0,1084.0,147.0,3.64,0.0,0.0,13.64,22.165000000000003,27.962,34.1,normal_concrete,1
280.0,900.0,1100.0,150.0,3.64,0.0,0.0,13.36,21.71,27.387999999999998,33.4,normal_concrete,1
280.0,1580.0,0.0,230.0,0.0,0.0,0.0,5.973333333333333,9.706666666666665,12.245333333333331,14.933333333333332,normal_concrete,1
281.0,774.0,1104.0,185.0,0.0,0.0,0.0,8.976,14.586000000000002,18.4008,22.44,normal_concrete,1
281.0,774.0,1104.0,186.0,0.0,0.0,0.0,3.354800959431308,9.6471020872943,14.5,22.44,normal_concrete,1
281.0,835.0,1062.0,172.0,4.96,50.0,0.0,14.32,23.27,29.355999999999995,35.8,normal_concrete,1
283.0,873.0,1024.0,170.0,4.33,50.0,0.0,13.080000000000002,21.255000000000003,26.814,32.7,normal_concrete,1
284.0,794.0,970.0,168.0,7.0,120.0,0.0,16.372,26.6045,33.562599999999996,40.93,normal_concrete,1
284.0,794.2,970.4,168.3,7.2,119.7,0.0,16.372,26.6045,33.562599999999996,40.93,normal_concrete,1
284.0,801.0,842.0,179.0,5.5,156.0,0.0,1.966665104236926,13.4,24.13,43.73,normal_concrete,1
284.0,819.0,1085.0,162.0,3.41,0.0,0.0,11.56,18.785,23.697999999999997,28.9,normal_concrete,1
285.0,685.0,1031.0,163.0,7.6,190.0,0.0,21.432000000000002,34.827,43.935599999999994,53.58,normal_concrete,1
285.0,842.0,1028.0,174.0,3.56,71.0,0.0,14.080000000000002,22.880000000000003,28.864,35.2,normal_concrete,1
285.0,862.0,1011.0,171.0,4.63,71.0,0.0,14.46,23.4975,29.642999999999997,36.15,normal_concrete,1
286.0,818.0,1041.0,160.0,5.72,95.0,0.0,16.669999999999998,27.088749999999997,34.1735,41.675,normal_concrete,1
286.0,834.0,1062.0,168.0,5.04,50.0,0.0,15.633333332000001,25.404166664500003,32.0483333306,39.08333333,normal_concrete,1
286.0,864.0,1014.0,165.0,5.06,51.0,0.0,18.44,29.965000000000003,37.802,46.1,normal_concrete,1
286.3,803.7,1004.6,144.7,11.2,200.9,0.0,7.862044561769854,24.4,38.0,67.7,normal_concrete,1
287.0,696.0,904.0,188.0,9.0,215.0,0.0,16.99,27.608749999999997,34.829499999999996,42.474999999999994,normal_concrete,1
287.0,750.0,1080.0,165.0,5.87,148.0,0.0,17.16,27.885,35.178,42.9,normal_concrete,1
287.0,830.0,1056.0,176.0,7.44,51.0,0.0,13.52,21.97,27.715999999999998,33.8,normal_concrete,1
287.3,695.9,904.4,187.6,9.2,214.4,0.0,17.52,28.47,35.916,43.8,normal_concrete,1
287.7,820.0,820.0,191.8,6.45,0.0,0.0,8.959999999999999,14.559999999999999,18.368,22.4,normal_concrete,1
287.7,821.0,821.0,191.8,5.6,0.0,0.0,8.4,13.65,17.22,21.0,normal_concrete,1
287.7,842.6,842.6,174.5,6.45,0.0,0.0,12.76,20.735,26.157999999999998,31.9,normal_concrete,1
287.7,843.5,843.5,174.5,5.6,0.0,0.0,13.080000000000002,21.255000000000003,26.814,32.7,normal_concrete,1
288.0,717.8,932.0,192.0,0.0,192.0,0.0,4.339597475391761,16.11,23.52,38.8,normal_concrete,1
288.0,829.0,908.0,177.0,7.0,121.0,0.0,16.412000000000003,26.669500000000003,33.6446,41.03,normal_concrete,1
288.4,829.5,907.9,177.4,7.0,121.0,0.0,16.856,27.391000000000002,34.5548,42.14,normal_concrete,1
289.0,760.0,924.0,195.0,6.0,134.0,0.0,18.496000000000002,30.056,37.9168,46.24,normal_concrete,1
289.0,760.1,924.1,194.9,5.5,133.7,0.0,18.5,30.0625,37.925,46.25,normal_concrete,1
289.0,817.0,1129.0,165.0,3.18,0.0,0.0,16.44,26.715000000000003,33.702,41.1,normal_concrete,1
289.0,817.0,1132.0,162.0,2.89,0.0,0.0,11.870000000000001,19.28875,24.3335,29.675,normal_concrete,1
289.0,817.0,1132.0,165.0,3.18,0.0,0.0,12.840000000000002,20.865000000000002,26.322,32.1,normal_concrete,1
289.0,865.0,1015.0,159.0,5.05,72.0,0.0,16.12,26.195,33.04599999999999,40.3,normal_concrete,1
289.0,895.3,913.2,192.0,0.0,0.0,0.0,3.8582712317980494,11.65,14.6,25.57,normal_concrete,1
290.0,625.0,837.0,130.5,0.58,0.0,0.0,13.16,21.385,26.977999999999998,32.9,normal_concrete,1
290.0,709.0,837.0,188.5,0.58,0.0,0.0,10.64,17.290000000000003,21.812,26.6,normal_concrete,1
290.0,913.0,837.0,130.5,2.32,0.0,0.0,17.080000000000002,27.755000000000003,35.014,42.7,normal_concrete,1
290.2,704.3,998.2,185.7,0.0,193.5,0.0,6.166885985697988,15.026826364729251,21.86,33.04,normal_concrete,1
290.4,865.0,961.2,168.1,9.4,96.2,0.0,13.797999247887658,22.5,28.295284372262415,34.74,normal_concrete,1
290.9,781.2,781.2,206.2,6.93,0.0,0.0,16.12,26.195,33.04599999999999,40.3,normal_concrete,1
290.9,782.2,782.2,206.2,6.02,0.0,0.0,16.400000000000002,26.650000000000002,33.62,41.0,normal_concrete,1
290.9,805.4,805.4,187.5,6.93,0.0,0.0,20.32,33.019999999999996,41.65599999999999,50.8,normal_concrete,1
290.9,806.4,806.4,187.5,6.02,0.0,0.0,19.32,31.395,39.605999999999995,48.3,normal_concrete,1
291.0,725.0,857.0,231.0,9.0,104.0,0.0,12.172,19.7795,24.952599999999997,30.43,normal_concrete,1
291.0,797.0,859.0,205.0,6.0,105.0,0.0,11.048000000000002,17.953000000000003,22.6484,27.62,normal_concrete,1
292.0,863.0,1054.0,168.0,5.48,73.0,0.0,18.1,29.4125,37.105,45.25,normal_concrete,1
292.0,898.0,1055.0,175.0,3.21,0.0,0.0,11.23,18.24875,23.0215,28.075,normal_concrete,1
292.5,865.0,865.0,171.0,5.63,0.0,0.0,13.880000000000003,22.555000000000003,28.454,34.7,normal_concrete,1
293.0,863.0,1012.0,168.0,5.4,64.0,0.0,14.200000000000001,23.075,29.11,35.5,normal_concrete,1
293.0,871.0,1022.0,162.0,4.83,52.0,0.0,14.06,22.8475,28.822999999999997,35.15,normal_concrete,1
293.0,871.0,1023.0,162.0,4.13,52.0,0.0,13.680000000000001,22.230000000000004,28.044,34.2,normal_concrete,1
293.0,881.0,1036.0,168.0,4.1,0.0,0.0,14.200000000000001,23.075,29.11,35.5,normal_concrete,1
293.0,891.0,1046.0,170.0,4.4,0.0,0.0,12.240000000000002,19.89,25.092,30.6,normal_concrete,1
294.0,778.0,747.0,207.0,6.0,242.0,0.0,16.508000000000003,26.8255,33.8414,41.27,normal_concrete,1
294.0,802.0,1062.0,169.0,4.4,73.0,0.0,16.2,26.325,33.21,40.5,normal_concrete,1
295.0,650.0,871.0,208.0,6.0,242.0,0.0,15.76,25.61,32.308,39.4,normal_concrete,1
295.0,766.0,750.0,206.0,11.0,242.0,0.0,16.404,26.6565,33.6282,41.01,normal_concrete,1
295.0,769.0,1069.0,185.0,0.0,0.0,0.0,0.22982795452103977,8.455783333263838,14.8,25.18,normal_concrete,1
295.0,845.0,1075.0,165.0,4.43,0.0,0.0,13.52,21.97,27.715999999999998,33.8,normal_concrete,1
295.0,861.0,970.0,171.0,5.97,103.0,0.0,18.540000000000003,30.1275,38.007,46.35,normal_concrete,1
295.3,722.9,780.3,236.2,8.3,239.9,0.0,17.632,28.652,36.145599999999995,44.08,normal_concrete,1
295.7,859.2,955.1,171.5,8.9,95.6,0.0,13.184813490712783,22.95,29.66339775278073,39.94,normal_concrete,1
295.8,769.3,1091.4,185.7,0.0,0.0,0.0,0.26982795452103214,8.495783333263832,14.84,25.22,normal_concrete,1
296.0,685.0,932.0,219.0,9.0,97.0,0.0,11.692,18.9995,23.9686,29.23,normal_concrete,1
296.0,765.0,1085.0,192.0,0.0,0.0,0.0,2.41886421427997,8.933670600011776,14.2,21.65,normal_concrete,1
296.0,769.0,1090.0,186.0,0.0,0.0,0.0,10.108942319349408,15.077799759110233,18.91,25.18,normal_concrete,1
296.0,776.0,1116.0,160.0,3.83,52.0,0.0,18.14,29.477500000000003,37.187,45.35,normal_concrete,1
296.0,778.0,819.0,221.0,11.0,107.0,0.0,12.568000000000001,20.423000000000002,25.7644,31.42,normal_concrete,1
296.0,778.4,819.2,221.4,10.5,106.7,0.0,12.568000000000001,20.423000000000002,25.7644,31.42,normal_concrete,1
296.0,836.0,1108.0,160.0,3.55,0.0,0.0,14.089999999999998,22.89625,28.884499999999992,35.224999999999994,normal_concrete,1
296.0,836.0,1108.0,160.0,4.14,0.0,0.0,13.080000000000002,21.255000000000003,26.814,32.7,normal_concrete,1
297.0,925.0,1003.0,175.0,3.86,0.0,0.0,10.920000000000002,17.745,22.386,27.3,normal_concrete,1
297.1,651.8,908.9,194.0,7.5,280.8,0.0,19.668000000000003,31.960500000000003,40.3194,49.17,normal_concrete,1
297.2,753.5,1022.8,174.8,9.5,117.5,0.0,11.12464535712512,21.91,30.877833774740886,47.4,normal_concrete,1
297.8,655.3,878.4,201.3,6.0,244.1,0.0,21.408,34.788000000000004,43.8864,53.52,normal_concrete,1
298.0,655.0,878.0,201.0,6.0,244.0,0.0,18.958000000000002,30.806750000000005,38.8639,47.395,normal_concrete,1
298.0,744.0,880.0,210.0,11.0,107.0,0.0,12.748000000000001,20.715500000000002,26.133399999999998,31.87,normal_concrete,1
298.0,784.0,953.0,164.0,13.0,107.0,0.0,14.344000000000001,23.309,29.405199999999997,35.86,normal_concrete,1
298.0,815.0,879.0,186.0,6.0,107.0,0.0,14.722000000000001,23.92325,30.1801,36.805,normal_concrete,1
298.0,828.0,1054.0,170.0,2.98,0.0,0.0,15.12,24.57,30.995999999999995,37.8,normal_concrete,1
298.0,860.0,970.0,172.0,5.97,100.0,0.0,17.5,28.4375,35.875,43.75,normal_concrete,1
298.0,874.0,985.0,168.0,5.22,75.0,0.0,16.540000000000003,26.8775,33.907,41.35,normal_concrete,1
298.0,890.0,900.0,186.11,7.8,0.0,0.0,24.824,40.339000000000006,50.889199999999995,62.06,normal_concrete,1
298.1,784.0,953.2,163.6,12.8,107.5,0.0,14.347999999999999,23.3155,29.413399999999996,35.87,normal_concrete,1
298.1,815.2,879.0,186.4,6.1,107.0,0.0,17.056,27.716,34.9648,42.64,normal_concrete,1
298.2,744.2,879.6,209.7,11.1,107.0,0.0,12.752,20.722,26.141599999999997,31.88,normal_concrete,1
299.0,745.0,881.0,210.0,10.0,107.0,0.0,11.316,18.3885,23.197799999999997,28.29,normal_concrete,1
299.8,727.6,878.2,211.5,9.9,119.8,0.0,9.536,15.496,19.5488,23.84,normal_concrete,1
300.0,728.0,878.0,212.0,10.0,120.0,0.0,9.536,15.496,19.5488,23.84,normal_concrete,1
300.0,812.5,812.5,190.0,6.25,0.0,0.0,24.92,40.495,51.08599999999999,62.3,normal_concrete,1
300.0,818.0,1042.0,165.0,5.63,75.0,0.0,19.66,31.9475,40.303,49.15,normal_concrete,1
300.0,828.0,1012.0,160.0,4.0,100.0,0.0,19.480000000000004,31.655000000000005,39.934,48.7,normal_concrete,1
300.0,845.0,1076.0,159.0,4.5,0.0,0.0,13.92,22.619999999999997,28.535999999999994,34.8,normal_concrete,1
300.0,850.0,700.0,250.0,10.5,0.0,0.0,13.4,21.775000000000002,27.47,33.5,normal_concrete,1
300.0,853.0,1087.0,160.0,3.0,0.0,0.0,11.920000000000002,19.37,24.436,29.8,normal_concrete,1
300.0,863.0,974.0,163.0,5.6,100.0,0.0,17.48,28.405,35.834,43.7,normal_concrete,1
300.0,884.0,1037.0,159.0,3.6,0.0,0.0,14.600000000000001,23.725,29.93,36.5,normal_concrete,1
300.0,900.0,600.0,175.0,6.21,0.0,0.0,16.892,27.4495,34.6286,42.23,normal_concrete,1
300.0,927.0,613.0,175.5,6.75,0.0,0.0,23.64,38.415,48.461999999999996,59.1,normal_concrete,1
300.0,935.0,618.0,162.0,6.75,0.0,0.0,20.92,33.995,42.885999999999996,52.3,normal_concrete,1
300.0,1072.7,733.6,180.0,5.7,0.0,0.0,16.16,26.26,33.128,40.4,normal_concrete,1
300.0,1600.0,0.0,270.0,0.0,0.0,0.0,6.720000000000001,10.920000000000002,13.776,16.8,normal_concrete,1
301.0,798.0,1057.0,169.0,4.51,75.0,0.0,15.75,25.59375,32.2875,39.375,normal_concrete,1
301.0,816.0,1039.0,169.0,4.51,75.0,0.0,15.66,25.4475,32.102999999999994,39.15,normal_concrete,1
301.0,1050.0,500.0,158.0,8.8,0.0,0.0,26.200000000000003,42.575,53.709999999999994,65.5,normal_concrete,1
301.0,1135.0,630.0,200.0,2.26,0.0,0.0,17.601200000000002,28.601950000000002,36.08246,44.003,normal_concrete,1
302.0,817.0,974.0,203.0,0.0,0.0,0.0,10.193406031195773,13.739892209969254,16.475097506835677,21.75,normal_concrete,1
302.0,835.0,1106.0,157.0,3.62,0.0,0.0,14.600000000000001,23.725,29.93,36.5,normal_concrete,1
302.0,882.0,1035.0,166.0,3.02,0.0,0.0,9.8,15.925,20.09,24.5,normal_concrete,1
303.0,821.0,1046.0,163.0,5.18,67.0,0.0,16.84,27.365000000000002,34.522,42.1,normal_concrete,1
303.0,873.0,1025.0,165.0,3.37,34.0,0.0,13.840000000000002,22.490000000000002,28.372,34.6,normal_concrete,1
303.6,722.5,895.5,213.5,6.2,139.9,0.0,13.368000000000002,21.723000000000003,27.4044,33.42,normal_concrete,1
303.8,715.3,780.1,236.4,8.3,240.0,0.0,17.791999999999998,28.912,36.4736,44.48,normal_concrete,1
304.0,670.0,932.0,228.0,0.0,76.0,0.0,37.102634199633364,40.33158467727974,42.821892549516306,47.81,normal_concrete,1
304.0,722.0,895.0,214.0,6.0,140.0,0.0,14.376,23.361,29.470799999999997,35.94,normal_concrete,1
304.0,823.0,1047.0,172.0,5.37,54.0,0.0,16.48,26.78,33.784,41.2,normal_concrete,1
304.0,828.0,1398.0,170.0,3.95,0.0,0.0,12.08,19.63,24.764,30.2,normal_concrete,1
304.0,847.0,1079.0,170.0,4.25,0.0,0.0,14.080000000000002,22.880000000000003,28.864,35.2,normal_concrete,1
304.0,847.0,1080.0,170.0,3.65,0.0,0.0,14.240000000000002,23.14,29.192,35.6,normal_concrete,1
304.8,705.2,959.4,196.0,9.8,99.6,0.0,12.048000000000002,19.578000000000003,24.6984,30.12,normal_concrete,1
304.8,819.0,819.0,191.8,6.45,0.0,0.0,16.96,27.56,34.767999999999994,42.4,normal_concrete,1
304.8,819.9,819.9,191.8,5.6,0.0,0.0,17.080000000000002,27.755000000000003,35.014,42.7,normal_concrete,1
304.8,822.9,822.9,191.8,6.45,0.0,0.0,16.96,27.56,34.767999999999994,42.4,normal_concrete,1
304.8,823.8,823.8,191.8,5.6,0.0,0.0,18.48,30.03,37.884,46.2,normal_concrete,1
304.8,841.5,841.5,174.5,6.45,0.0,0.0,21.480000000000004,34.905,44.034,53.7,normal_concrete,1
304.8,842.5,842.5,174.5,5.6,0.0,0.0,21.8,35.425000000000004,44.69,54.5,normal_concrete,1
304.8,845.4,845.4,174.5,6.45,0.0,0.0,19.840000000000003,32.24,40.672,49.6,normal_concrete,1
304.8,846.3,846.3,174.5,5.6,0.0,0.0,13.32,21.645,27.305999999999997,33.3,normal_concrete,1
305.0,705.0,959.0,196.0,10.0,100.0,0.0,11.978000000000002,19.46425,24.5549,29.945,normal_concrete,1
305.0,798.0,1057.0,164.0,4.95,76.0,0.0,17.96,29.185,36.818,44.9,normal_concrete,1
305.0,807.0,1069.0,165.0,5.38,54.0,0.0,15.653333332,25.4366666645,32.0893333306,39.13333333,normal_concrete,1
305.0,816.0,1039.0,164.0,4.95,76.0,0.0,18.380000000000003,29.867500000000003,37.679,45.95,normal_concrete,1
305.0,818.0,1041.0,160.0,3.8,76.0,0.0,22.52,36.595,46.166,56.3,normal_concrete,1
305.3,631.0,965.4,203.5,0.0,203.5,0.0,2.017708945004774,14.14,25.89,43.38,normal_concrete,1
306.0,753.0,1129.0,170.0,3.67,0.0,0.0,14.426666666666666,23.44333333333333,29.574666666666662,36.06666666666666,normal_concrete,1
306.0,880.0,992.0,168.0,4.32,54.0,0.0,17.080000000000002,27.755000000000003,35.014,42.7,normal_concrete,1
307.0,765.0,904.0,189.0,10.0,110.0,0.0,12.600000000000001,20.475,25.83,31.5,normal_concrete,1
307.0,794.0,1053.0,169.0,4.61,77.0,0.0,16.680000000000003,27.105000000000004,34.194,41.7,normal_concrete,1
307.0,808.0,1070.0,215.0,0.0,0.0,0.0,9.8,15.925,20.09,24.5,normal_concrete,1
307.0,812.0,968.0,193.0,0.0,0.0,0.0,8.672652561802314,12.54,18.416715779013025,27.53,normal_concrete,1
307.0,1050.0,500.0,158.0,6.1,0.0,0.0,23.64,38.415,48.461999999999996,59.1,normal_concrete,1
308.0,686.0,783.0,217.0,10.0,253.0,0.0,16.832,27.352,34.505599999999994,42.08,normal_concrete,1
308.0,790.0,968.0,175.0,1.65,0.0,0.0,41.2,66.95,84.46,103.0,normal_concrete,1
308.0,859.0,1009.0,170.0,4.34,54.0,0.0,13.980000000000002,22.7175,28.659,34.95,normal_concrete,1
308.0,883.0,959.0,173.0,5.39,77.0,0.0,17.28,28.080000000000002,35.424,43.2,normal_concrete,1
309.0,680.0,912.0,218.0,10.0,142.0,0.0,15.436000000000002,25.083500000000004,31.643800000000002,38.59,normal_concrete,1
309.0,893.0,1048.0,170.0,4.64,0.0,0.0,15.02,24.4075,30.790999999999997,37.55,normal_concrete,1
309.2,784.2,784.2,206.2,6.93,0.0,0.0,11.120000000000001,18.07,22.796,27.8,normal_concrete,1
309.2,785.2,785.2,206.2,6.02,0.0,0.0,10.56,17.16,21.647999999999996,26.4,normal_concrete,1
309.2,808.4,808.4,187.5,6.93,0.0,0.0,14.040000000000001,22.815,28.782,35.1,normal_concrete,1
309.2,809.4,809.4,187.5,6.02,0.0,0.0,14.36,23.335,29.438,35.9,normal_concrete,1
309.9,651.2,913.9,167.8,22.1,254.0,0.0,15.288,24.843,31.3404,38.22,normal_concrete,1
310.0,651.0,914.0,168.0,22.0,254.0,0.0,13.475999999999999,21.8985,27.625799999999998,33.69,normal_concrete,1
310.0,804.0,787.0,218.0,10.0,143.0,0.0,14.475999999999999,23.5235,29.675799999999995,36.19,normal_concrete,1
310.0,804.0,914.0,168.0,10.0,143.0,0.0,18.919999999999998,30.744999999999997,38.785999999999994,47.3,normal_concrete,1
310.0,804.0,914.3,167.9,10.0,142.8,0.0,18.12,29.445,37.145999999999994,45.3,normal_concrete,1
310.0,829.0,1100.0,161.0,3.72,0.0,0.0,14.100000000000001,22.9125,28.904999999999998,35.25,normal_concrete,1
310.0,830.0,1012.0,192.0,0.0,0.0,0.0,3.562430744039828,11.85,17.24,27.83,normal_concrete,1
310.0,850.0,970.0,192.0,0.0,0.0,0.0,5.753402687055994,12.298780299382447,14.99,27.92,normal_concrete,1
310.0,1018.0,667.0,170.0,6.0,0.0,0.0,20.480000000000004,33.28,41.984,51.2,normal_concrete,1
310.0,1638.0,0.0,250.0,0.0,0.0,0.0,6.16,10.01,12.628,15.4,normal_concrete,1
311.0,816.0,997.0,172.0,6.23,104.0,0.0,19.200000000000003,31.200000000000003,39.36,48.0,normal_concrete,1
312.0,828.0,1098.0,162.0,3.74,0.0,0.0,13.32,21.645,27.305999999999997,33.3,normal_concrete,1
312.7,822.2,999.7,127.3,8.0,144.7,0.0,17.808000000000003,28.938000000000002,36.5064,44.52,normal_concrete,1
312.7,822.2,999.7,178.1,8.0,0.0,0.0,10.040000000000001,16.315,20.582,25.1,normal_concrete,1
312.9,759.5,916.6,177.6,9.6,160.5,0.0,20.980000000000004,34.0925,43.009,52.45,normal_concrete,1
313.0,689.0,1002.0,178.0,8.0,113.0,0.0,14.719999999999999,23.919999999999998,30.175999999999995,36.8,normal_concrete,1
313.0,689.0,1002.0,178.0,8.0,145.0,0.0,16.419999999999998,26.682499999999997,33.660999999999994,41.05,normal_concrete,1
313.0,758.0,846.0,205.0,11.0,124.0,0.0,11.852,19.2595,24.296599999999998,29.63,normal_concrete,1
313.0,759.0,917.0,178.0,10.0,161.0,0.0,20.976,34.086,43.0008,52.44,normal_concrete,1
313.0,775.0,1071.0,172.0,5.73,69.0,0.0,16.933333332,27.5166666645,34.7133333306,42.33333333,normal_concrete,1
313.0,789.0,794.0,220.0,10.0,112.0,0.0,11.264000000000001,18.304000000000002,23.091199999999997,28.16,normal_concrete,1
313.0,818.0,1040.0,168.0,6.0,60.0,0.0,16.84,27.365000000000002,34.522,42.1,normal_concrete,1
313.0,822.0,1000.0,127.0,8.0,145.0,0.0,17.808000000000003,28.938000000000002,36.5064,44.52,normal_concrete,1
313.0,822.0,1000.0,178.0,8.0,0.0,0.0,10.040000000000001,16.315,20.582,25.1,normal_concrete,1
313.0,824.0,867.0,178.0,8.0,145.0,0.0,17.756,28.8535,36.3998,44.39,normal_concrete,1
313.0,1050.0,500.0,158.0,6.8,0.0,0.0,25.32,41.144999999999996,51.90599999999999,63.3,normal_concrete,1
313.3,611.8,1046.9,175.5,8.6,262.2,0.0,19.08691768965681,28.8,42.8,59.8,normal_concrete,1
313.3,688.7,1001.9,178.5,8.0,113.0,0.0,14.719999999999999,23.919999999999998,30.175999999999995,36.8,normal_concrete,1
313.3,688.7,1001.9,178.5,8.0,145.0,0.0,16.419999999999998,26.682499999999997,33.660999999999994,41.05,normal_concrete,1
313.3,824.0,867.2,178.5,8.0,145.0,0.0,16.372,26.6045,33.562599999999996,40.93,normal_concrete,1
313.8,782.9,925.3,169.9,10.1,112.6,0.0,15.384,24.999000000000002,31.5372,38.46,normal_concrete,1
314.0,690.0,869.0,179.0,8.0,258.0,0.0,18.492,30.0495,37.90859999999999,46.23,normal_concrete,1
314.0,690.2,869.1,178.9,8.0,258.5,0.0,18.492,30.0495,37.90859999999999,46.23,normal_concrete,1
314.0,757.0,851.0,207.0,6.0,161.0,0.0,16.456,26.741,33.7348,41.14,normal_concrete,1
314.0,783.0,925.0,170.0,10.0,113.0,0.0,15.384,24.999000000000002,31.5372,38.46,normal_concrete,1
314.0,787.0,1043.0,177.0,5.9,79.0,0.0,16.28,26.455000000000002,33.374,40.7,normal_concrete,1
314.0,790.0,1048.0,169.0,4.72,79.0,0.0,16.36,26.585,33.538,40.9,normal_concrete,1
314.0,825.0,1009.0,173.0,5.9,79.0,0.0,15.86,25.7725,32.513,39.65,normal_concrete,1
314.0,880.0,1076.0,160.0,4.71,0.0,0.0,13.580000000000002,22.067500000000003,27.839000000000002,33.95,normal_concrete,1
315.0,623.4,529.2,225.0,0.0,0.0,0.0,13.200000000000001,21.45,27.06,33.0,normal_concrete,1
315.0,623.4,532.2,225.0,0.0,0.0,0.0,18.400000000000002,29.900000000000002,37.72,46.0,normal_concrete,1
315.0,745.0,1130.0,145.0,5.9,137.0,0.0,32.7,53.1375,67.035,81.75,normal_concrete,1
315.0,863.0,1012.0,175.0,7.0,35.0,0.0,14.219999999999999,23.107499999999998,29.150999999999996,35.55,normal_concrete,1
315.0,1025.0,673.0,173.0,5.51,0.0,0.0,20.28,32.955000000000005,41.574,50.7,normal_concrete,1
315.0,1510.0,0.0,280.0,0.0,0.0,0.0,7.88,12.805,16.154,19.7,normal_concrete,1
315.0,1630.0,0.0,285.0,0.0,0.0,0.0,7.359999999999999,11.959999999999999,15.087999999999997,18.4,normal_concrete,1
316.0,742.0,1113.0,150.0,5.93,79.0,0.0,18.86,30.6475,38.663,47.15,normal_concrete,1
316.0,807.0,1028.0,170.0,5.93,79.0,0.0,16.680000000000003,27.105000000000004,34.194,41.7,normal_concrete,1
316.0,822.0,1046.0,160.0,3.7,56.0,0.0,21.240000000000002,34.515,43.542,53.1,normal_concrete,1
316.1,689.3,977.0,185.7,0.0,210.7,0.0,4.423559405729278,15.724342035871125,24.44,38.7,normal_concrete,1
317.0,594.0,837.0,174.35,1.59,0.0,0.0,11.64,18.915000000000003,23.862,29.1,normal_concrete,1
317.0,823.0,1007.0,174.0,3.95,79.0,0.0,15.92,25.869999999999997,32.635999999999996,39.8,normal_concrete,1
317.0,825.0,1093.0,165.0,4.76,0.0,0.0,16.753333332,27.2241666645,34.344333330599994,41.88333333,normal_concrete,1
317.0,866.0,1058.0,165.0,3.8,0.0,0.0,11.48,18.655,23.534,28.7,normal_concrete,1
317.0,870.0,980.0,168.0,6.5,65.0,0.0,16.72,27.169999999999998,34.275999999999996,41.8,normal_concrete,1
317.9,736.6,860.5,209.7,5.7,126.5,0.0,16.024,26.039,32.8492,40.06,normal_concrete,1
318.0,737.0,861.0,210.0,6.0,126.0,0.0,14.366,23.34475,29.4503,35.915,normal_concrete,1
318.0,828.0,1011.0,163.0,5.58,80.0,0.0,17.913333332,29.1091666645,36.722333330599994,44.78333333,normal_concrete,1
318.0,839.0,1068.0,175.0,4.77,0.0,0.0,11.200000000000001,18.2,22.959999999999997,28.0,normal_concrete,1
318.0,861.0,970.0,171.0,5.17,80.0,0.0,18.540000000000003,30.1275,38.007,46.35,normal_concrete,1
318.8,880.4,852.1,155.7,14.3,212.5,0.0,9.387967861588242,25.2,33.4,55.5,normal_concrete,1
319.0,368.0,1600.0,185.0,0.0,0.0,0.0,17.680000000000003,28.730000000000004,36.244,44.2,normal_concrete,1
319.0,818.0,1042.0,165.0,5.63,56.0,0.0,19.46,31.6225,39.892999999999994,48.65,normal_concrete,1
319.0,865.0,1055.0,166.0,3.83,0.0,0.0,11.36,18.46,23.287999999999997,28.4,normal_concrete,1
